R1,F1,M1,R2,F2,M2,R3,F3,M3,R4,F4,M4,Y
0,0,0,0,0,0,2.201397124,0.477121255,4.419304216,2.127104798,0,3.39624166,y
2.146128036,0.301029996,3.172705261,1.806179974,0,3.383745137,0,0,0,1.763427994,0.301029996,3.788051478,y
1.491361694,0.698970004,3.7376001,1.568201724,0,3.395970697,0.77815125,0,3.626694535,0,0,0,y
1.505149978,0.301029996,3.735162517,1.944482672,0,3.944482672,1.556302501,0.301029996,4.407929193,0,0,0,y
1.84509804,0,3.723687452,0,0,0,0.698970004,0.77815125,4.345936171,0,0,0,y
1.954242509,0.477121255,3.967861673,0.301029996,0,3.407626509,2.033423755,0,2.931339283,0,0,0,y
1.544068044,0,2.974058898,0,0,0,2.017033339,0,3.272626949,0,0,0,y
1.792391689,0,3.441099873,0,0,0,0,0,0,2.127104798,0,3.200960356,y
2.113943352,0.301029996,4.549164249,1.968482949,0,4.481635644,1.672097858,0.602059991,4.791127015,1.380211242,0.602059991,4.87405371,y
1.908485019,0.301029996,3.597131618,1.361727836,0.301029996,3.591978653,0,0,0,0,0,0,y
0,0,0,0,0,0,0,0,0,1.963787827,0,3.74831481,y
1.954242509,0.301029996,3.132731794,0,0,0,0,0,0,0,0,0,y
1.491361694,0.77815125,4.064143298,0,0,0,2.245512668,0.301029996,3.48296647,0.301029996,0.301029996,3.793992466,y
1.919078092,0.301029996,3.480839206,1.633468456,0.477121255,3.810615261,0,0,0,1.113943352,0.301029996,3.69559139,y
1.84509804,0,3.275088893,0,0,0,0,0,0,0,0,0,y
0,0,0,1.959041392,0,3.610660163,0,0,0,1.84509804,0,3.541818285,y
2.198657087,0,2.987384586,0,0,0,2.033423755,0,2.931339283,2.127104798,0.301029996,3.305892253,y
0,0,0,1.924279286,0,3.130922206,1.176091259,0,3.017196484,0,0,0,y
0,0,0,1.643452676,0,3.560640162,2.184691431,0,3.419721329,0,0,0,y
0,0,0,1.544068044,0.301029996,3.575982088,0,0,0,0,0,0,y
0,0,0,0,0,0,1.176091259,0.477121255,3.730844611,1.361727836,0,3.518013851,y
1.959041392,0,3.355710667,0,0,0,0,0,0,1.857332496,0.301029996,3.862429556,y
1.716003344,0.602059991,3.918265246,0,0,0,0,0,0,0,0,0,y
0,0,0,1.954242509,0,3.609165484,0,0,0,0,0,0,y
2.100370545,0,3.379124146,0,0,0,0,0,0,0,0,0,y
0,0,0,0,0,0,1.880813592,0,3.89160537,0,0,0,y
1.531478917,0.301029996,3.292875033,0,0,0,0,0,0,0,0,0,y
0,0,0,0,0,0,0,0,0,1.792391689,0,3.189770956,y
1.924279286,0.477121255,3.616416762,1.698970004,0.84509804,4.073411679,2.075546961,0.698970004,4.015616832,1,0.77815125,4.159976199,y
0,0,0,0,0,0,0,0,0,0.477121255,0,3.961727908,y
1.954242509,0,3.685788865,0,0,0,0,0,0,2.214843848,0,3.411049154,y
2.11058971,0,2.714808585,0,0,0,2.136720567,0,3.138173761,2.149219113,0,3.139879086,y
1.491361694,0,3.480649404,0,0,0,0.698970004,0.301029996,3.864238272,0,0,0,y
0,0,0,1.763427994,0.301029996,4.106596513,1.62324929,0,3.89160537,0,0,0,y
1.51851394,0.77815125,3.519664749,1.361727836,0.301029996,3.440909082,0.84509804,0.698970004,3.59593408,1.924279286,0.477121255,3.380459623,y
0,0,0,0,0,0,2.217483944,0,3.630133781,0,0,0,y
1.748188027,0,2.662948622,0,0,0,1.602059991,0.301029996,3.749229934,1.361727836,0,3.380338025,y
0,0,0,0,0,0,0,0,0,1.770852012,0.301029996,3.788051478,y
2.133538908,0,3.163475845,0,0,0,2.025305865,0,2.931339283,0,0,0,y
2.037426498,0,3.169302314,0,0,0,0,0,0,0,0,0,y
0,0,0,0,0,0,1.079181246,0,3.017196484,0,0,0,y
2.049218023,0,2.714808585,0,0,0,0,0,0,0,0,0,y
0,0,0,0,0,0,0,0,0,1.113943352,0.301029996,3.661167834,y
0,0,0,0,0,0,1.62324929,0.84509804,4.037345761,0.903089987,0.477121255,3.888880125,y
0,0,0,0,0,0,1.806179974,0,3.963252667,1.995635195,0,3.990250509,y
1.792391689,0.477121255,3.738724817,1.146128036,0,3.407626509,0,0,0,0,0,0,y
1.531478917,0.602059991,4.000429276,1.113943352,0.477121255,4.407626509,0.903089987,0.602059991,4.157180902,0.77815125,0.477121255,3.946565049,y
2.100370545,0,3.379124146,0,0,0,0.77815125,0,3.626694535,0,0,0,y
0,0,0,2.146128036,0,3.155354746,2.161368002,0,3.364738555,1.707570176,0,3.136951054,y
0,0,0,0,0,0,2.053078443,0,3.115372737,2.045322979,0.301029996,3.619278891,y
1.832508913,0.301029996,3.267048676,1.301029996,0,3.395970697,0,0,0,0,0,0,y
2.230448921,0,3.201377993,1.681241237,0,3.29666519,1.431363764,0.301029996,3.720046092,0,0,0,y
0,0,0,1.944482672,0,3.799298802,0,0,0,1.991226076,0,3.260085549,y
0,0,0,1.204119983,0.477121255,3.55748397,1.662757832,0.602059991,4.065212813,1.431363764,0.301029996,3.773503354,y
1.924279286,0,3.723687452,0,0,0,0,0,0,0,0,0,y
0,0,0,1.740362689,0,3.679763559,1.806179974,0.301029996,3.780561941,0,0,0,y
0,0,0,0,0,0,0,0,0,1.939519253,0.301029996,3.167713233,y
0,0,0,0,0,0,0,0,0,0.477121255,0.301029996,3.657108697,y
0,0,0,0,0,0,1.755874856,0,3.468402645,0,0,0,y
0,0,0,0,0,0,1.995635195,0.698970004,4.232114158,0,0,0,y
1.924279286,0,3.638647608,2.120573931,0,3.892094603,1.278753601,0,3.719024568,2.170261715,0,3.356995562,y
0,0,0,1.633468456,0.477121255,3.713384323,1.531478917,0,3.414484116,0,0,0,y
2.033423755,0.477121255,4.415995981,1.986771734,0,4.247563278,1.875061263,0.301029996,3.67734055,0,0,0,y
0,0,0,0,0,0,0,0,0,1.770852012,0.301029996,3.299696967,y
2.06069784,0,2.714808585,1.544068044,0.602059991,3.787286465,1.73239376,0.477121255,3.895928629,0,0,0,y
1.897627091,0.477121255,3.74111053,1.949390007,0,3.193124598,2.222716471,0.301029996,3.621772844,0,0,0,y
0,0,0,2.012837225,0,3.715446407,0,0,0,0,0,0,y
1.681241237,0.602059991,3.759353576,1.204119983,0.301029996,3.546849055,1.755874856,0.301029996,3.524991979,1.991226076,0.301029996,3.58944474,y
2.206825876,0,2.987384586,0,0,0,0,0,0,0,0,0,y
0,0,0,0,0,0,0.77815125,0.602059991,4.146466532,0,0,0,y
1.897627091,0.477121255,3.64396641,0,0,0,2.033423755,0,3.494802604,0,0,0,y
2.100370545,0,3.454818182,2.012837225,0,3.504497374,0,0,0,1.995635195,0.477121255,4.069551132,y
1.740362689,0,3.409187392,1.934498451,0.301029996,3.810541881,1.62324929,0.301029996,3.809903691,0,0,0,y
1.748188027,0,3.337617612,0,0,0,0,0,0,0,0,0,y
0,0,0,1.556302501,0,3.732982197,0,0,0,1.934498451,0,3.408333676,y
0,0,0,0,0,0,0,0,0,1.740362689,0,3.064697031,y
1.792391689,0,3.337617612,0,0.301029996,3.80785808,1.278753601,0,3.417994573,2.155336037,0,3.356995562,y
0,0,0,1.799340549,0,3.108888076,2.068185862,0,3.151898918,0,0,0,y
0,0,0,1.832508913,0,3.383745137,1.892094603,0,3.471773178,2.021189299,0,3.372919897,y
2.037426498,0,3.172705261,0,0,0,2.167317335,0.301029996,3.801602227,0.84509804,0.301029996,3.744067531,y
2.11058971,0,3.680154142,0,0,0,2.158362492,0,3.6787818,1.819543936,0,3.680335513,y
0,0,0,0,0,0,0,0,0,0,0.602059991,4.01893954,y
0,0,0,1.278753601,0,3.407626509,2.033423755,0,3.7958326,0,0,0,y
0,0,0,0,0,0,1.531478917,0.477121255,3.896025194,1.113943352,0,3.857459279,y
1.944482672,0,4.045877824,1.880813592,0,3.732982197,2.053078443,0,4.010520529,1.812913357,0,3.431829159,y
1.681241237,0,2.090719159,0,0,0,2.071882007,0,3.382873725,2.045322979,0,3.499552979,y
0,0,0,1.954242509,0.477121255,4.219889887,1.113943352,0.477121255,4.261601623,1.653212514,0.301029996,4.177824972,y
0,0,0,0,0,0,2.198657087,0.477121255,3.577810282,1.681241237,0.301029996,3.437774472,y
1.785329835,0,3.142787837,2.146128036,0,3.478689587,0,0.477121255,3.554177689,0,0,0,y
1.982271233,0.477121255,3.46437971,1.477121255,0.602059991,3.949793551,0,0,0,0,0,0,y
0,0,0,0,0,0,0,0,0,1.447158031,0,3.372531098,y
1.819543936,0,2.662948622,2.012837225,0,3.39707055,0,0,0,1.612783857,0.477121255,3.868685617,y
1.73239376,0.301029996,3.267048676,2.068185862,0,3.305544385,0.602059991,0.301029996,3.855432617,1.812913357,0.602059991,4.047396705,y
0,0,0,1.681241237,0.301029996,3.923025719,0,0,0,2.222716471,0,3.673949892,y
2.089905111,0,3.454818182,1.301029996,0,3.045222966,1.51851394,0.698970004,4.04989739,0.954242509,0.602059991,3.982741081,y
0,0,0,0,0,0,0,0,0,1.113943352,0.301029996,3.986641972,y
0,0,0,0,0,0,0,0,0,1.886490725,0,3.680335513,y
2.146128036,0.602059991,3.650568927,1.62324929,0,3.407626509,0,0,0,1.62324929,0.698970004,3.888400778,y
0,0,0,0,0,0,1.977723605,0,3.363887174,0,0,0,y
1.986771734,0.602059991,3.316868576,0.903089987,0.602059991,4.109810797,1.342422681,0.301029996,3.697800328,1.531478917,0.301029996,3.689814862,y
0,0,0,0.954242509,0,3.597695186,0,0,0,0,0,0,y
0,0,0,0,0,0,2.201397124,0,3.407149289,0,0,0,y
2.045322979,0,3.163475845,1.944482672,0.301029996,3.783120614,1.954242509,0.301029996,3.74755661,2.193124598,0,3.43085674,y
0,0,0,0,0,0,1.431363764,0,3.414484116,2.206825876,0,3.43085674,y
2.238046103,0,2.714808585,1.944482672,0,3.139879086,2.021189299,0,3.138173761,2.193124598,0,3.139879086,y
0,0,0,1.361727836,0,3.679763559,0,0,0,0,0,0,y
1.740362689,1,4.119165906,1.748188027,0.698970004,3.650906231,1.414973348,1.146128036,4.21373742,1.880813592,0.301029996,3.529281586,y
0,0,0,0,0,0,0,0,0,2.11058971,0,3.139879086,y
1.672097858,0,3.723687452,0,0,0,1.681241237,0.602059991,4.391811774,0,0,0,y
0,0,0,0,0,0,1.662757832,0.301029996,3.447218635,0,0,0,y
2.041392685,0.301029996,3.119444426,2.181843588,0,3.732248569,1.544068044,0,3.769432641,0,0,0,y
0,0,0,1.633468456,0.301029996,3.19723881,0,0,0,0,0,0,y
1.041392685,1.041392685,4.322246454,1.799340549,0.602059991,3.934246219,2.238046103,0.301029996,3.977925485,1.799340549,0.77815125,4.109545451,y
1.973127854,0,2.714808585,0,0,0,1.591064607,0.301029996,3.998566185,1.986771734,0.301029996,3.912356826,y
0,0,0,1.924279286,0,3.407626509,1.913813852,0.301029996,4.154846805,0,0,0,y
0,0,0,0,0,0,0,0,0,1.924279286,0,3.132866542,y
0,0,0,0,0,0,1.748188027,0,3.139879086,1.986771734,0.301029996,3.440909082,y
2.017033339,0,3.13008747,0,0,0,0,0,0,2.127104798,0.301029996,3.498174343,y
0,0,0,0,0,0,0,0,0,2.245512668,0,3.39624166,y
1.544068044,0,2.662948622,0,0,0,0,0,0,0,0,0,y
0,0,0,0.301029996,0.301029996,4.078593761,0,0,0,1.892094603,0.602059991,3.903440057,y
0,0,0,0,0,0,0,0,0,2.227886705,0.301029996,3.697271656,y
0,0,0,0,0,0,0,0,0,2.025305865,0,3.076021619,y
0,0,0,0,0,0,0,0,0,1.361727836,0.301029996,3.713306108,y
1.544068044,0.301029996,3.807601618,1.763427994,0.301029996,3.743105746,1.785329835,0.301029996,4.048754523,1.301029996,0.301029996,3.725212889,y
2.049218023,0,3.172705261,2.146128036,0,3.483136628,0,0,0,1.838849091,0.602059991,4.049532408,y
1.672097858,0.301029996,3.455484726,1.763427994,0,3.395970697,0.77815125,0,3.626694535,2.164352856,0,3.356995562,y
1.602059991,1.204119983,4.60471906,1.146128036,1,4.432564209,1.672097858,0.301029996,3.420195976,1.176091259,1,4.34613921,y
0,0,0,0,0,0,2.079181246,0,3.138173761,0,0,0,y
0,0,0,0,0,0,1.51851394,0,3.89160537,0,0,0,y
1.986771734,0.698970004,3.9398061,0,0,0,1.079181246,0.301029996,3.936230877,0.954242509,0,3.68136802,y
1.799340549,0,3.355710667,1.982271233,0,3.66530178,1.431363764,0.602059991,4.55005628,1.963787827,0,3.74831481,y
1.86332286,0.301029996,3.586379176,2.190331698,0,3.155354746,0,0,0,1.986771734,0,3.137300608,y
1.826074803,0,3.355710667,0,0,0,2.245512668,0,3.39707055,0,0,0,y
2.195899652,0,3.169302314,2.243038049,0,3.175535006,1.73239376,0,3.100703083,0.954242509,0.301029996,3.717363347,y
0,0,0,2.240549248,0,3.966331775,0,0,0,0,0,0,y
0,0,0,1.301029996,0,3.139879086,0,0,0,1.812913357,0,3.408333676,y
0,0,0,0,0,0,2.178976947,0.301029996,3.524529496,0,0,0,y
0,0,0,1.806179974,0,3.097725445,0,0,0,0,0,0,y
0,0,0,0,0,0,1.954242509,0.301029996,3.763126003,2.045322979,0,3.738438536,y
0,0,0,2.075546961,0,3.305544385,0,0,0,0,0,0,y
0,0,0,1.897627091,0,3.407626509,1.986771734,0.301029996,3.306526951,1.986771734,0.301029996,3.338840931,y
0,0,0,0.698970004,0,3.679763559,0,0,0,0,0,0,y
0,0,0,0,0,0,0,0,0,1.69019608,0,3.380338025,y
1.748188027,0.477121255,3.881526821,1.176091259,0.301029996,3.771523577,1.748188027,0.477121255,3.60807965,1.886490725,0,3.139879086,y
1.72427587,0,3.479210808,0,0,0,1.079181246,0.477121255,3.810626428,0,0.301029996,3.657108697,y
0,0,0,1.556302501,0,3.395970697,1.755874856,0,3.396469907,1.556302501,0,3.380338025,y
0,0,0,1.51851394,0,4.024911938,1.681241237,0.301029996,3.874399767,0,0,0,y
0,0,0,0,0,0,0,0,0,0,0,0,y
1.653212514,0.698970004,4.013579325,1.643452676,0.77815125,4.145153792,0.77815125,1,4.420742041,1.361727836,1,4.430944707,y
1.591064607,0,3.409187392,1.919078092,0,3.407626509,2.178976947,0,3.896842584,0,0,0,y
0,0,0,0,0,0,1.886490725,0,3.626694535,0,0,0,y
1.826074803,0.477121255,3.372473795,0,0,0,0,0,0,1.86332286,0,3.680335513,y
0,0,0,0.698970004,0,3.980793555,0.77815125,0,3.980286006,1.204119983,0,3.68136802,y
1.924279286,0.301029996,3.373030414,1.785329835,0.602059991,3.625235394,2.025305865,0.477121255,3.199955925,1.176091259,0.602059991,3.61107976,y
0,0,0,0,0,0,1.591064607,0.477121255,4.023948881,2.260071388,0,3.596655731,y
0,0,0,0,0,0,0,0,0,1.857332496,0.301029996,3.487858342,y
1.602059991,0,3.510764622,0,0,0,2.033423755,0,3.709490533,0,0,0,y
0,0,0,0,0,0,1.72427587,0.77815125,4.086991043,1.633468456,0.301029996,3.961727908,y
0,0,0,0,0,0,0,0,0,1.986771734,0,3.39624166,y
0,0,0,1.707570176,0,3.407626509,0,0,0,1.903089987,0,3.408333676,y
1.886490725,0,3.560026249,0,0,0,2.033423755,0.301029996,3.9446256,0,0,0,y
1.954242509,0.301029996,3.597131618,1.892094603,0.477121255,3.800127533,0,0,0,1,0.602059991,4.011651588,y
2.100370545,0,3.379124146,0,0,0,0,0,0,0,0,0,y
2.195899652,0,3.169302314,0,0,0,1.079181246,0.301029996,3.560798645,1.838849091,0,3.132866542,y
0,0,0,0.301029996,0,3.679763559,0,0,0,0,0,0,y
1.397940009,0.602059991,4.024106112,1.897627091,0.301029996,4.342761421,0,0.477121255,4.487149378,2.167317335,0,3.596655731,y
0,0,0,0,0,0,2.041392685,0.301029996,3.571614187,0,0,0,y
0,0,0,0.77815125,0.301029996,3.630341054,2.075546961,0,3.44667545,2.06069784,0.301029996,3.703854045,y
1.278753601,1.113943352,4.140702335,0,1.146128036,4.31065512,1.740362689,0.954242509,4.223217856,0.77815125,0.954242509,4.384757157,y
0,0,0,0,0,0,1.176091259,0,3.191428044,0,0,0,y
0,0,0,0,0,0,1.785329835,0,3.295577571,0,0,0,y
0,0,0,0,0,0,0,0,0,1.69019608,0,3.189770956,y
0,0,0,0,0,0,2.025305865,0,3.494802604,0,0,0,y
0,0,0,0,0,0,1.73239376,0,3.626694535,1.939519253,0,3.981365509,y
1.591064607,0.301029996,3.50284909,2.096910013,0,3.478689587,1.531478917,0.602059991,4.111217067,0,0,0,y
0,0,0,1.361727836,0.477121255,4.018066281,0,0,0,2.23299611,0,3.738438536,y
1.531478917,0.602059991,3.942833821,0,0,0,1.079181246,0.602059991,3.851920441,0.84509804,0.301029996,3.814284393,y
0,0,0,0,0,0,0,0,0,2.056904851,0,3.39624166,y
1.740362689,0,3.480649404,0,0,0,0.77815125,0,3.626694535,0,0,0,y
1.544068044,0.698970004,4.033169355,1.892094603,0.77815125,4.362175855,1.591064607,0.602059991,4.158122543,1.146128036,0.698970004,4.321883359,y
1.591064607,0.477121255,3.802449638,0,0,0,1.832508913,0.477121255,3.838205259,0,0,0,y
2.037426498,0,3.431117466,1.763427994,0,3.407626509,1.62324929,0,3.414484116,0.77815125,0,3.130799164,y
0,0,0,0,0,0,1.785329835,0.301029996,3.548013622,0,0,0,y
2.152288344,0,3.17356616,0,0,0,2.222716471,0,3.115372737,2.004321374,0,3.411049154,y
0,0,0,0,0,0,1.851258349,0,3.494317738,2.08278537,0,3.400304733,y
2.06069784,0.301029996,3.921502644,0,0,3.431952202,1.62324929,0.301029996,3.881592947,2.260071388,0,3.137300608,y
0.602059991,0.477121255,3.40971398,1.633468456,0,3.395970697,1.954242509,0,3.396469907,1.716003344,0,3.39707055,y
1.380211242,0.301029996,3.243722927,1.278753601,0,3.395970697,2.064457989,0,3.6787818,1.903089987,0,3.39707055,y
1.973127854,0.477121255,3.71952825,0,0,0,0,0,0,1.176091259,0.77815125,4.285834528,y
0,0,0,0,0,0,0,0,0,1.69019608,0,3.380338025,y
0,0,0,0,0,0,0,0,0,1.230448921,0,3.064697031,y
2.250420002,0,3.713261354,0,0.477121255,4.293676077,1.079181246,0.477121255,3.800365898,0.954242509,0.301029996,3.493861639,y
0,0,0,0,0,0,2.025305865,0,3.394222979,0,0,0,y
0,0,0,0,0,0,1.113943352,0,3.193287743,0,0,0,y
1.653212514,0.301029996,3.462559781,1.612783857,0.602059991,3.889483987,0,0,0,2.167317335,0,3.39624166,y
0,0,0,0,0,0,0.602059991,0,3.511394128,0,0,0,y
0,0,0,0,0,0,1.681241237,0.477121255,3.914442636,1.69019608,0.903089987,4.640358353,y
0,0,0,1.556302501,0,3.29666519,0,0,0,0,0,0,y
0,0,0,0,0,0,0,0,0,2.23299611,0,3.372919897,y
0,0,0,1.875061263,0,3.407626509,0,0,0,2.155336037,0,3.305918004,y
1.079181246,0.477121255,3.95698226,1.531478917,0,3.407626509,1.612783857,0.602059991,4.269717222,0,0,0,y
1.69019608,0,3.409187392,2.029383778,0,3.645503287,1.62324929,0.77815125,4.14681513,1.707570176,0.477121255,4.140508199,y
0,0,0,0,0,0,1.73239376,0.477121255,3.895115827,0,0,0,y
1.986771734,0.301029996,3.478703729,1.643452676,0.602059991,3.983259875,0,0,0,1.204119983,0.301029996,3.998007184,y
1.672097858,0,3.409187392,0,0,0,2.217483944,0.301029996,3.588552239,1.812913357,0.301029996,3.526094507,y
1.612783857,0,3.723687452,0,0,0,0.77815125,0.301029996,3.834454005,0,0,0,y
0,0,0,1.897627091,0.477121255,3.55082111,1.785329835,0,3.295577571,1.653212514,0,3.29666519,y
2.100370545,0,3.379124146,1.361727836,0,3.679763559,0,0,0,0,0,0,y
0,0,0,0,0,0,1.832508913,0.602059991,4.395854274,0,0,0,y
1.959041392,0,3.355710667,0,0,0,0,0,0,0,0,0,y
0,0,0,0,0,0,0.77815125,0,3.626694535,0,0,0,y
1.86332286,0,3.089353066,0,0,0,1.785329835,0.301029996,3.667368443,2.222716471,0.301029996,3.29858685,y
2.06069784,0.301029996,3.6405971,1.892094603,0,3.732982197,1.69019608,0,3.862294524,0.77815125,0.477121255,4.002094513,y
1.322219295,0.477121255,3.175321872,1.892094603,0,3.395970697,0,0,0,0,0,0,y
0,0,0,2.167317335,0,3.139879086,0,0,0,0,0,0,y
1.662757832,0.698970004,4.063771235,0,0,0,1.633468456,0.477121255,4.082312467,0,0,0,y
0,0,0,0,0,0,2.201397124,0,3.118691333,1.995635195,0,3.129826745,y
0,0,0,0,0,0,1.954242509,0,3.626694535,1.748188027,0,3.680335513,y
0,0,0,0,0,0,1.505149978,0.477121255,3.729213907,0,0,0,y
0,0,0,0,0,0,0,0,0,1.447158031,0,3.831836547,y
1.944482672,0,2.662948622,0,0,0,0.84509804,0,3.396469907,0,0,0,y
1.897627091,0.477121255,3.674718943,1.959041392,0,3.383745137,1.62324929,0,3.414484116,0,0,0,y
2.123851641,0,3.13008747,1.681241237,0,3.407626509,1.954242509,0,3.494317738,0.954242509,1.113943352,4.172496917,y
2.008600172,0.698970004,4.065062947,0,0,0,0,0,0,1.477121255,0.477121255,4.079782788,y
0,0,0,0,0,0,0,0,0,1.806179974,0.301029996,3.275244787,y
2.187520721,0,3.169302314,0,0,0,2.187520721,0,3.153012526,1.698970004,0,3.132866542,y
0,0,0,0,0,0,0,0,0,2,0.477121255,4.058762116,y
0.698970004,0.84509804,3.812776932,0.77815125,0.903089987,3.976184971,1.342422681,0.903089987,3.841673136,0,0.698970004,3.671889031,y
0,0,0,0,0,0,2.037426498,0,3.416402733,2.017033339,0.301029996,3.866778675,y
0,0,0,1.361727836,0.477121255,3.435969914,2.033423755,0.477121255,3.77815871,1.698970004,0.477121255,4.019044333,y
0,0,0,0,0,0,1.176091259,0,3.229092829,0,0,0,y
0,0,0,0,0,0,2.025305865,0,3.494802604,0,0,0,y
0,0,0,1.792391689,0,3.193124598,2.068185862,0,3.6787818,1.986771734,0,3.738438536,y
0,0,0,0,0,0,1.591064607,0,3.414484116,0,0,0,y
2.195899652,0,3.470332309,0,0,0,0,0,0,2.243038049,0.301029996,3.698166673,y
1.255272505,0.301029996,3.455484726,1.079181246,0,3.679763559,0,0,0,0,0,0,y
1.792391689,0.477121255,4.100333751,0,0.477121255,3.835731747,1.785329835,0.477121255,3.767345243,0.903089987,0.698970004,4.083458387,y
1.740362689,0,2.662948622,1.643452676,0,3.679763559,1.875061263,0,3.741403917,2.075546961,0,3.738438536,y
2.204119983,0,3.695294464,0,0,0,0,0,0,0,0,0,y
0,0,0,2.220108088,0.301029996,3.451543032,0,0,0,0,0,0,y
0,0,0,0,0,0,0,0,0,0.301029996,0.301029996,4.126836495,y
0,0,0,0,0,0,2.136720567,0,3.6787818,1.755874856,0,3.680335513,y
2.235528447,0,3.044363577,1.995635195,0,3.050596269,1.954242509,0,3.100703083,2.004321374,0.602059991,3.782873992,y
0,0,0,1.832508913,0.301029996,3.529567004,0,0,0,0,0,0,y
0,0,0,0,0,0,0,0,0,1.633468456,0,3.408333676,y
0,0,0,0,0,0,1.73239376,0,3.696179214,0,0,0,y
0,0,0,0,0,0,1.785329835,0,3.596607567,1.892094603,0,3.773786445,y
0,0,0,1.278753601,0,3.654636843,1.662757832,0.301029996,3.647079626,0,0,0,y
0,0,0,1.799340549,0.602059991,3.846845153,1.255272505,0.301029996,3.519493709,1.995635195,0,3.43085674,y
1.973127854,0.477121255,3.672595743,0,0,0,0,0,0,1.447158031,0,3.408333676,y
2.017033339,0,3.431117466,0,0,0,0,0,0,0,0,0,y
1.826074803,0,3.355710667,1.146128036,0.301029996,4.18614154,0,0.602059991,4.40644542,1.447158031,0.698970004,4.314551292,y
0,0,0,0.954242509,0,3.133538908,0,0,0,0,0,0,y
1.681241237,0.477121255,3.886390246,0,0,0,1.278753601,0.301029996,3.709655704,1.568201724,0,3.490800952,y
1.62324929,0.602059991,3.901180772,1.880813592,0,3.407626509,0,0,0,1,0.301029996,3.613688835,y
2.11058971,0,3.457252193,0,0,0,2.033423755,0,3.695252975,2.206825876,0.301029996,3.703883728,y
1.908485019,0.301029996,3.267048676,0.954242509,0.698970004,3.878687794,0.77815125,0.477121255,3.944453348,0,0,0,y
0,0,0,0,0,0,1.612783857,0,3.414484116,0,0,0,y
0,0,0,0,0,0,0,0,0,1.986771734,0.301029996,3.697271656,y
1.230448921,0.698970004,3.91716143,0,0.301029996,3.426993929,0,0,0,0,0,0,y
0,0,0,0,0,0,1.986771734,0,3.115372737,2.103803721,0,3.305918004,y
1.544068044,0.477121255,4.184750338,0,0,0,2.053078443,0,3.630133781,0,0,0,y
2.201397124,0,3.076439257,0,0,0,0,0,0,0,0,0,y
1.69019608,0,3.480649404,0,0,0,0,0,0,0,0,0,y
2.217483944,0,3.473735257,0,0,0,0,0,0,1.431363764,0,3.68136802,y
1.301029996,0.301029996,3.508912891,0,0,0,0,0,0,0,0,0,y
0,0,0,0,0,0,0,0,0,1.812913357,0.301029996,3.857700567,y
0,0,0,0,0,0,0,0,0,1.838849091,0,3.408333676,y
0,0,0,2.053078443,0,3.351626265,0,0,0,2.06069784,0,3.398029853,y
0,0,0,0,0,0,1.51851394,0,3.414484116,0,0,0,y
0,0,0,0,0,0,0,0,0,2.017033339,0,3.137300608,y
0,0,0,1.633468456,0,3.980793555,2.222716471,0,3.699679276,0,0,0,y
1.301029996,0.301029996,2.963978618,1.924279286,0,3.139879086,1.447158031,0.301029996,3.440057256,1.939519253,0.301029996,3.440909082,y
0,0,0,0,0,0,0,0,0,1.146128036,0,3.408333676,y
2.155336037,0,3.17356616,0,0,0,0,0,0,0,0,0,y
0,0,0,0,0,0,0,0,0,2.26245109,0,3.39624166,y
2.204119983,0,2.714808585,0,0,0,0,0,0,0,0,0,y
0,0,0,0,0,0,2.071882007,0.477121255,3.489136742,2.214843848,0.301029996,3.470019712,y
0,0,0,0,0,0,0,0,0,1.799340549,0.477121255,3.801032164,y
1.880813592,0.477121255,3.747309404,0,0,0,1.113943352,0,3.017196484,0.77815125,0.301029996,3.65501788,y
0,0,0,0,0,0,2.235528447,0,3.153012526,0,0,0,y
1.579783597,0.477121255,3.746638846,1.477121255,0,3.679763559,0,0,0,0,0,0,y
0,0,0,0,0,0,0,0,0,0,0.301029996,3.773786445,y
0,0,0,1.799340549,0.477121255,3.552909822,1.785329835,0,3.596607567,1.176091259,0,3.1264121,y
0,0,0,0,0,0,1.62324929,0,3.715514111,0,0,0,y
1.959041392,0,3.656740663,0,0,0,0.77815125,0.301029996,3.965748269,0.477121255,0.301029996,4.158489275,y
0.698970004,0.77815125,4.212690096,0,0,0,1.832508913,0.301029996,3.848284696,0.301029996,0,3.788051478,y
0,0,0,0,0,0,0,0,0,1.939519253,0.301029996,3.570681974,y
0,0,0,0.301029996,0.301029996,3.82989221,1.740362689,0,3.494317738,1.113943352,0.602059991,4.014456116,y
1.792391689,0.301029996,3.691275284,2.029383778,0,3.645503287,1.908485019,0,3.715514111,2.10720997,0,3.828796749,y
1.491361694,0.301029996,3.392266067,0,0,3.243863772,0,0,0,0,0,0,y
0,0,0,0,0,0,0,0,0,1.86332286,0,3.680335513,y
0,0,0,0,0,0,1.278753601,0.301029996,3.773064374,1.556302501,0,3.660697912,y
1.653212514,0,3.480649404,0,0,0,1.986771734,0,3.6787818,0,0,0,y
2.004321374,0,3.163475845,0,0,0,1.431363764,0.477121255,3.590112888,0,0,0,y
0,0,0,0,0,0,1.832508913,0.301029996,3.97449448,0,0,0,y
1.73239376,0.301029996,3.267048676,0,0,0,1.799340549,0,3.862294524,0,0,0,y
1.944482672,0.301029996,3.297680477,1.113943352,0.477121255,3.752708092,1.255272505,0.301029996,3.587035592,2.08278537,0.477121255,3.645014232,y
